"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"25EXC-04312","HAMPSHIRE ST","18TH ST","19TH ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","6651000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6010113.61998","2105269.10978","37.761238385","-122.40812534311",,"POINT (-122.40812534310672 37.76123838499839)","POINT (-122.408125343 37.761238385)","Mission","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","MISSION ST","CORTLAND AVE","BROOK ST \ SANTA MARINA ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","9140000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6005672.02829","2097929.07041","37.74083463339","-122.42296524194",,"POINT (-122.42296524194188 37.74083463338565)","POINT (-122.422965242 37.740834633)","Bernal Heights","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"20IE-00451","FRONT ST","PINE ST",,"StrtImprov","JOSEPH J. ALBANESE, INC","510-508-7030","Remove and reconstruct existing (90’ by 4’) overwide driveway curb cut, sidewalk, curb and curb ramps per approved plan, saw-cut 2’ of AC gutter and replace with 2” ACWS over 8” concrete base.  Additional paving as required and directed by SFPW/BSM inspector. Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email SFPW-bsminspects@sfSFPW.org  to schedule.  This permit is in conjunction with MSE and overwide driveway cut permits.","10/21/2025","ACTIVE","24673000","94111",,"09/30/2027","101 CALIFORNIA ST","Refer to Agent","Cillian O'Donnell","true","6013229.71084","2116879.79346","37.79329266147","-122.39816263503","202006198935","POINT (-122.39816263502716 37.79329266147113)","POINT (-122.398162635 37.793292661)","Financial District/South Beach","3","2025/10/28 04:15:31 AM","2025/10/29 05:17:11 AM"
"25EXC-04963","FILLMORE ST","MCALLISTER ST",,"Excavation","CableCom","650-520-7091","1235 Mcallister St.","10/14/2025","APPROVED","25968000","94115","11/07/2025","12/05/2025","1235 MCALLISTER ST","3604543025","Gabriel Howell",,"6003185.46518","2111663.82259","37.77840634558","-122.43254364595",,"POINT (-122.43254364595131 37.778406345575625)","POINT (-122.432543646 37.778406346)","Western Addition","5","2025/10/15 04:48:00 AM","2025/10/16 05:14:29 AM"
"25EXC-04312","BALBOA ST","09TH AVE","10TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2653000","94118","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5993000.59161","2111386.99555","37.77706342361","-122.4677564995",,"POINT (-122.46775649949947 37.777063423612866)","POINT (-122.467756499 37.777063424)","Inner Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","CORTLAND AVE","MISSION ST","COLERIDGE ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","4416000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6005866.6818","2097913.93537","37.74080405786","-122.42229112686",,"POINT (-122.42229112686016 37.74080405786254)","POINT (-122.422291127 37.740804058)","Bernal Heights","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","VALENCIA ST","CUNNINGHAM PL","20TH ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","13066000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6006284.81671","2104508.74229","37.75893546757","-122.42131357299",,"POINT (-122.42131357299004 37.758935467573835)","POINT (-122.421313573 37.758935468)","Mission","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04942","BERTHA LN","HARBOR RD","HUDSON AVE","Excavation","Pacific Gas & Electric","530-215-6390","107-111  BERTHA LN SAN FRANCISCO","10/09/2025","APPROVED","2958000","94124","10/07/2025","11/04/2025",,"800-pge-5000","Jeffrey Ramirez",,"6017764.037","2094897.174","37.73318456893","-122.38094443135",,"POINT (-122.38094443135427 37.73318456892579)","POINT (-122.380944431 37.733184569)","Bayview Hunters Point","10","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"20IE-00451","CALIFORNIA ST","DAVIS ST",,"StrtImprov","JOSEPH J. ALBANESE, INC","510-508-7030","Remove and reconstruct existing (90’ by 4’) overwide driveway curb cut, sidewalk, curb and curb ramps per approved plan, saw-cut 2’ of AC gutter and replace with 2” ACWS over 8” concrete base.  Additional paving as required and directed by SFPW/BSM inspector. Field inspection is MANDATORY prior to excavation and pouring concrete, call 1-628-271-2000 or email SFPW-bsminspects@sfSFPW.org  to schedule.  This permit is in conjunction with MSE and overwide driveway cut permits.","10/21/2025","ACTIVE","24568000","94111",,"09/30/2027","101 CALIFORNIA ST","Refer to Agent","Cillian O'Donnell","true","6013229.71084","2116879.79346","37.79329266147","-122.39816263503","202006198935","POINT (-122.39816263502716 37.79329266147113)","POINT (-122.398162635 37.793292661)","Financial District/South Beach","3","2025/10/28 04:15:31 AM","2025/10/29 05:17:11 AM"
"25EXC-04312","FELL ST","LAGUNA ST","BUCHANAN ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","5444000","94102","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6004794.61","2110543.348","37.77542093056","-122.42689718628",,"POINT (-122.42689718628044 37.77542093056419)","POINT (-122.426897186 37.775420931)","Hayes Valley","5","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","UNION ST","PIERCE ST","SCOTT ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","12874000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6001283.42541","2118316.89821","37.79656593188","-122.4396005744",,"POINT (-122.43960057439776 37.79656593188223)","POINT (-122.439600574 37.796565932)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25BW-00015","TREASURE ISLAND RD","AVENUE OF THE PALMS \ MACALLA RD","I-80 E OFF RAMP \ I-80 W ON RAMP","Boring","Earth Mechanics, Inc.","(213)268-2653","to acquire 4 soil boring on YBI.","10/16/2025","ACTIVE","14207000","0","10/15/2025","11/15/2025",,"(213)268-2653","Mario Novoa",,"6021034.833","2123188.254","37.81104593887","-122.37159263459",,"POINT (-122.371592634593 37.811045938869945)","POINT (-122.371592635 37.811045939)","Treasure Island","6","2025/10/24 04:04:56 AM","2025/10/25 05:16:43 AM"
"25EXC-04312","19TH ST","HAMPSHIRE ST","YORK ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","960000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6009986.38081","2105029.02409","37.76057203882","-122.4085484749",,"POINT (-122.40854847490279 37.76057203881794)","POINT (-122.408548475 37.760572039)","Mission","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","SHRADER ST","PARNASSUS AVE","GRATTAN ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","11860000","94117","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5997708.32019","2106626.30434","37.76426249393","-122.45112767642",,"POINT (-122.45112767641629 37.76426249393015)","POINT (-122.451127676 37.764262494)","Haight Ashbury","8","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04941","FARRAGUT AVE","RAE AVE","HURON AVE","Excavation","Pacific Gas & Electric","530-215-6390","86 Farragut Ave","10/09/2025","APPROVED","5416000","94112","10/07/2025","11/04/2025",,"800-pge-5000","Don Doan",,"5997497.21184","2087182.8553","37.71086338404","-122.45045606071",,"POINT (-122.4504560607141 37.71086338404232)","POINT (-122.450456061 37.710863384)","Outer Mission","11","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04878","KEARNY ST","WASHINGTON ST","JACKSON ST","Excavation","NextEdge Networks Holdings LLC","(872) 203-2451","SFS0917A & SFS0918A - 3833 Kearney St / Pole and pole foundation upgrade, RF antenna upgrade and install new connection","10/06/2025","ACTIVE","7760000","94108","10/13/2025","11/07/2025",,"Roger Cabrera (301) 760-8667","Alastair Johns",,"6011258.34164","2117821.66371","37.79576880951","-122.40505009231",,"POINT (-122.40505009231055 37.79576880951183)","POINT (-122.405050092 37.79576881)","Chinatown","3","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04312","FELL ST","BUCHANAN ST","WEBSTER ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","5445000","94102","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6004316.92333","2110477.91535","37.77521423391","-122.42854495393",,"POINT (-122.42854495393269 37.77521423390874)","POINT (-122.428544954 37.775214234)","Hayes Valley","5","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","FILLMORE ST","JEFFERSON ST","RETIRO WAY","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","5572201","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6002028.822","2121692.733","37.80587749629","-122.43726318264",,"POINT (-122.4372631826428 37.80587749628785)","POINT (-122.437263183 37.805877496)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","RETIRO WAY","CASA WAY","FILLMORE ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","10969000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6001845.688","2121641.137","37.805725415","-122.43789324694",,"POINT (-122.43789324694417 37.805725415004254)","POINT (-122.437893247 37.805725415)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04943","ELSIE ST","EUGENIA AVE \ VIRGINIA AVE","CORTLAND AVE","Excavation","Pacific Gas & Electric","5102920681","47265633 -215 ELSIE ST FII - gas","10/09/2025","APPROVED","5219000","94110","11/10/2025","01/06/2026",,"800-pge-5000","Kevin Johnson Jr.",,"6006727.579","2097749.395","37.74040080524","-122.41930279253",,"POINT (-122.41930279253341 37.740400805243894)","POINT (-122.419302793 37.740400805)","Bernal Heights","9","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04312","20TH ST","VALENCIA ST","GUERRERO ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","1059000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6005972.78791","2104331.61474","37.7584315199","-122.42238013094",,"POINT (-122.42238013094094 37.758431519902075)","POINT (-122.422380131 37.75843152)","Mission","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","DIAMOND ST","ALVARADO ST","23RD ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","4743000","94114","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6001854.78227","2102492.85404","37.75314956769","-122.43649039654",,"POINT (-122.43649039653518 37.753149567692056)","POINT (-122.436490397 37.753149568)","Noe Valley","8","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","36TH AVE","ANZA ST","BALBOA ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","1792000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984744.6181","2111428.06268","37.77669601249","-122.49631909047",,"POINT (-122.49631909047324 37.776696012491115)","POINT (-122.49631909 37.776696012)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","CORTLAND AVE","COLERIDGE ST","PROSPECT AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","4417000","94110","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6006150.48372","2097761.23368","37.74040077782","-122.42129900367",,"POINT (-122.42129900366734 37.74040077782264)","POINT (-122.421299004 37.740400778)","Bernal Heights","9","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","BEACH ST","BUCHANAN ST \ LOWER FORT MASON ST \ MARINA BLVD","WEBSTER ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2849000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6002802.803","2121305.178","37.80485734033","-122.43455697648",,"POINT (-122.43455697647883 37.80485734032634)","POINT (-122.434556976 37.80485734)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25TOC-05853","WASHINGTON ST","DIVISADERO ST","BRODERICK ST","TempOccup","San Francisco Waldorf School","(415) 637-5096",,"10/20/2025","APPROVED","13442000","94115","12/07/2025","12/07/2025","2938 WASHINGTON ST","415-875-7212",,,"6000646.72846","2116197.69476","37.79071089673","-122.44165151962",,"POINT (-122.44165151962417 37.79071089673326)","POINT (-122.44165152 37.790710897)","Pacific Heights","2","2025/10/21 04:19:38 AM","2025/10/22 05:13:12 AM"
"25EXC-04312","FILBERT ST","PIERCE ST","SCOTT ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","5524000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6001236.02521","2118657.36279","37.79749806026","-122.43978901137",,"POINT (-122.43978901136568 37.79749806025927)","POINT (-122.439789011 37.79749806)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","PIERCE ST","FILBERT ST","GREENWICH ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","10443000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6001450.31405","2118860.46762","37.79806792787","-122.43906208085",,"POINT (-122.43906208084992 37.79806792787165)","POINT (-122.439062081 37.798067928)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","UNION ST","FILLMORE ST","STEINER ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","12872000","94123","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6002236.0544","2118449.48746","37.79698416026","-122.43631376696",,"POINT (-122.43631376695824 37.796984160256294)","POINT (-122.436313767 37.79698416)","Marina","2","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","CABRILLO ST","09TH AVE","10TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","3475000","94118","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5993025.07244","2110707.23855","37.77519840758","-122.46762236651",,"POINT (-122.46762236651094 37.77519840757947)","POINT (-122.467622367 37.775198408)","Inner Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","ARKANSAS ST","16TH ST","17TH ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2435000","94107","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6012851.81172","2106824.27298","37.76566145472","-122.39876418182",,"POINT (-122.39876418182092 37.765661454715676)","POINT (-122.398764182 37.765661455)","Mission Bay","10","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04939","SHOTWELL ST","19TH ST","20TH ST","Excavation","Pacific Gas & Electric","5102920681","46045094 - 568-572 Shotwell St. - FIS - gas","10/09/2025","APPROVED","11837000","94110","11/10/2025","01/06/2026",,"800-pge-5000","Kevin Johnson Jr.",,"6007867.94356","2104729.85973","37.75963173299","-122.4158540208",,"POINT (-122.4158540207974 37.75963173299164)","POINT (-122.415854021 37.759631733)","Mission","9","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04312","16TH ST","ARKANSAS ST","08TH ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","705000","94107","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6012793.31559","2107057.67746","37.76629907197","-122.39898289207",,"POINT (-122.39898289206906 37.76629907197378)","POINT (-122.398982892 37.766299072)","Mission Bay","6","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","CASTRO ST","15TH ST","BEAVER ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","3786000","94114","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6002251.8681","2106919.61974","37.76532695319","-122.43543383944",,"POINT (-122.43543383944385 37.76532695318783)","POINT (-122.435433839 37.765326953)","Castro/Upper Market","8","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","MARIPOSA ST","CONNECTICUT ST","ARKANSAS ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","8721000","94107","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6013030.74651","2106129.88892","37.76376479823","-122.39809656247",,"POINT (-122.3980965624693 37.76376479822555)","POINT (-122.398096562 37.763764798)","Potrero Hill","10","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25SWR-00221","40TH AVE","KIRKHAM ST","LAWTON ST","Sidewalk","Sunset Concrete","(415) 596-6257",,"10/09/2025","APPROVED","1892000","94122","10/24/2025","11/21/2025","1587 40TH AVE","(415) 596-6257","Darren Mayes",,"5983705.38275","2104368.32209","37.75725104383","-122.49939222798",,"POINT (-122.4993922279844 37.7572510438287)","POINT (-122.499392228 37.757251044)","Sunset/Parkside","4","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04312","CEDAR ST","LARKIN ST","POLK ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","3855000","94109","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6007157.28154","2114516.10582","37.78646245633","-122.41900597289",,"POINT (-122.41900597289074 37.7864624563338)","POINT (-122.419005973 37.786462456)","Tenderloin","3","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25TOC-05855","MISSION ST","NORTON ST","SAN JUAN AVE","TempOccup","Insign Electric","925-858-2115",,"10/09/2025","APPROVED","9165000","94112","11/12/2025","11/14/2025","4610 MISSION ST","925-858-2115",,,"6001961.06048","2092125.53588","37.72468935983","-122.43538132058",,"POINT (-122.43538132057508 37.724689359829156)","POINT (-122.435381321 37.72468936)","Outer Mission","11","2025/10/10 04:16:55 AM","2025/10/11 05:21:02 AM"
"25EXC-04312","CLAYTON ST","GROVE ST","HAYES ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","4128000","94117","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5998275.16646","2110158.1023","37.7739923489","-122.44942161495",,"POINT (-122.44942161495126 37.77399234889509)","POINT (-122.449421615 37.773992349)","Lone Mountain/USF","5","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","MARIPOSA ST","ARKANSAS ST","CAROLINA ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","8722000","94107","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"6012610.82113","2106106.59068","37.76367742863","-122.39954732898",,"POINT (-122.39954732898137 37.763677428634104)","POINT (-122.399547329 37.763677429)","Potrero Hill","10","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04954","GENEVA AVE","NAPLES ST","VIENNA ST","Excavation","Intermountain Infrastructure Group, LLC","919-623-4101","GNV-BALBOA_PARK_UG01_ENCR_CCSF","10/14/2025","ACTIVE","6144101","94112","10/18/2025","11/21/2025",,"Refer to Agent","Don Doan",,"6001777.2","2088259.731","37.71406429483","-122.43574044603",,"POINT (-122.4357404460309 37.714064294830415)","POINT (-122.435740446 37.714064295)","Excelsior","11","2025/10/16 04:40:48 AM","2025/10/17 05:19:13 AM"
"25SWR-00222","CARR ST","PAUL AVE","SALINAS AVE","Sidewalk","Newsontec General Engineering Corp","650-844-6888",,"10/15/2025","APPROVED","3721000","94124","10/15/2025","11/05/2025","50 CARR ST","(650) 844-6888","Pamela Breaux",,"6013012.37893","2090827.39412","37.72174635726","-122.3970870469",,"POINT (-122.39708704689777 37.72174635726377)","POINT (-122.397087047 37.721746357)","Bayview Hunters Point","10","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04975","28TH AVE","IRVING ST","JUDAH ST","Excavation","Pacific Gas & Electric","530-204-7987","GEP 1358 28TH AVE SAN FRANCISCO","10/22/2025","APPROVED","1584000","94122","10/15/2025","11/12/2025",,"800-pge-5000","Kevin Johnson Jr.",,"5987410.56139","2106094.09666","37.76220623416","-122.48670516084",,"POINT (-122.48670516084155 37.762206234158654)","POINT (-122.486705161 37.762206234)","Sunset/Parkside","4","2025/10/23 04:19:00 AM","2025/10/24 05:18:38 AM"
"25EXC-04973","POLK ST","UNION ST","FILBERT ST","Excavation","CableCom","650-520-7091","2440 Van Ness Ave.","10/24/2025","APPROVED","10580000","94109","10/30/2025","11/27/2025","2440 VAN NESS AVE","3604543025","Alastair Johns",,"6005905.17103","2118796.12427","37.79814372779","-122.42364238504",,"POINT (-122.42364238504115 37.79814372779122)","POINT (-122.423642385 37.798143728)","Russian Hill","3","2025/10/27 04:13:48 AM","2025/10/28 05:16:42 AM"
"25EXC-04936","GRANADA AVE","LAKEVIEW AVE",,"Excavation","Pacific Gas & Electric","415-695-3500","PM 35213585-38 Granada","10/09/2025","ACTIVE","22577000","0","10/25/2025","12/31/2025",,"800-pge-5000","Don Doan",,"5995618.75685","2089906.19545","37.71823334647","-122.45714526755",,"POINT (-122.4571452675461 37.71823334646998)","POINT (-122.457145268 37.718233346)","Oceanview/Merced/Ingleside","11","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04964","BRODERICK ST","FELL ST","HAYES ST","Excavation","Pacific Gas & Electric","5102920681","35606508 - 454 Broderick - Replace Poles","10/16/2025","APPROVED","3191000","94117","10/20/2025","11/17/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6001181.69209","2110214.36419","37.77431266438","-122.43937150751",,"POINT (-122.43937150751138 37.774312664378144)","POINT (-122.439371508 37.774312664)","Hayes Valley","5","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04971","ELSIE ST","COSO AVE","ESMERALDA AVE","Excavation","Pacific Gas & Electric","530-204-7987","66 ELSIE ST","10/10/2025","APPROVED","5217000","94110","10/09/2025","11/06/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6007490.5849","2099131.14843","37.74423772098","-122.4167624767",,"POINT (-122.41676247669966 37.744237720978695)","POINT (-122.416762477 37.744237721)","Bernal Heights","9","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04936","LAKEVIEW AVE","GRANADA AVE","MIRAMAR AVE","Excavation","Pacific Gas & Electric","415-695-3500","PM 35213585-38 Granada","10/09/2025","ACTIVE","8069000","94112","10/25/2025","12/31/2025",,"800-pge-5000","Don Doan",,"5995471.6526","2089908.94151","37.71823243721","-122.4576539398",,"POINT (-122.45765393980007 37.718232437207156)","POINT (-122.45765394 37.718232437)","Oceanview/Merced/Ingleside","11","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04937","HAIGHT ST","BELVEDERE ST","COLE ST","Excavation","Pacific Bell Telephone Company","209-595-6470","A05AVEH","10/10/2025","APPROVED","6621000","94117","11/03/2025","11/29/2025","1672 HAIGHT ST","415-570-0767","Kevin Johnson Jr.",,"5998125.90874","2108626.60773","37.76977871842","-122.44982752825",,"POINT (-122.44982752825328 37.76977871842075)","POINT (-122.449827528 37.769778718)","Haight Ashbury","5","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04972","WALLER ST","FILLMORE ST","STEINER ST","Excavation","Pacific Gas & Electric","415-238-1286","EP 446 WALLER ST SAN FRANCISCO","10/10/2025","APPROVED","13362000","94117","10/29/2025","11/26/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6003552.51463","2108984.00841","37.77106904425","-122.43108256595",,"POINT (-122.43108256594779 37.771069044251384)","POINT (-122.431082566 37.771069044)","Hayes Valley","5","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04936","GRANADA AVE","GRAFTON AVE","HOLLOWAY AVE","Excavation","Pacific Gas & Electric","415-695-3500","PM 35213585-38 Granada","10/09/2025","ACTIVE","6367000","94112","10/25/2025","12/31/2025",,"800-pge-5000","Don Doan",,"5995634.87379","2090890.39297","37.72093664555","-122.4571607141",,"POINT (-122.45716071410041 37.7209366455515)","POINT (-122.457160714 37.720936646)","Oceanview/Merced/Ingleside","11","2025/10/13 04:34:43 AM","2025/10/14 05:19:40 AM"
"25EXC-04964","HAYES ST","BRODERICK ST","BAKER ST","Excavation","Pacific Gas & Electric","5102920681","35606508 - 454 Broderick - Replace Poles","10/16/2025","APPROVED","6826000","94117","10/20/2025","11/17/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6000919.48742","2110350.97878","37.77467284846","-122.44028831872",,"POINT (-122.44028831871911 37.77467284845846)","POINT (-122.440288319 37.774672848)","Hayes Valley","5","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25N-00474","MALOSI ST","HARMONIA ST","SUNRISE WAY","NightNoise","Cahill/Guzman Joint Venture","925.771.0277","Concrete Pour","10/23/2025","APPROVED","15270000","94134","11/01/2025","11/01/2025","1501 SUNNYDALE AVE","415 825 2077",,,"6007165.35716","2087428.94488","37.71208770534","-122.41705804398",,"POINT (-122.4170580439839 37.71208770533788)","POINT (-122.417058044 37.712087705)","Visitacion Valley","10","2025/10/24 04:04:56 AM","2025/10/25 05:16:43 AM"
